repo,sha,author,date,message,additions,deletions,total_changes,url
keras-team/keras,869b31a6c2c2b3b8d7a9a159a89c33430af32f53,danielenricocahall,2025-10-21 05:41:26+00:00,"Propose a method for handling datasets which doesn't explicitly require Tensorflow (#21758)

* wip: initial draft of backend agnostic dataset handling logic

* localize the local imports

* update unit tests to support torch dataset return value

* update error msg

* correct typo

* formatting

* update docstring

* add docstrings to tensorflow and torch dataset handlers

* eliminate extra arg original_dataset

* ensure tests for torch dataset handler are run

* ensure we return tensorflow as the default handler

* Update keras/src/utils/dataset_utils.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* Update keras/src/utils/dataset_utils.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* Update keras/src/utils/dataset_utils.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* fix formatting from commit in github UI

* fix pydoc

* initial pass at a purely function approach

* fix pydocs

* fix tests

* fix docstring

* fix docstring

* ensure compatibility works for both tf <> torch and vice versa

* ensure compatibility works for both tf <> torch and vice versa

* simplify condition for identifying backend

* fix imports, simplify dataset check

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",307,52,359,https://github.com/keras-team/keras/commit/869b31a6c2c2b3b8d7a9a159a89c33430af32f53
keras-team/keras,f78fd8c0cc59a7675e40f081cacfcdd57a298698,danielenricocahall,2025-10-19 00:13:51+00:00,"Raise exception on batch_size mismatch for stateful RNNs (#21742)

* fix stateful rnn (pulling from existing PR that closed)

* Update keras/src/layers/rnn/rnn.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* ensure we don't recompute expected batch size for each call

* address comments from francois

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",41,0,41,https://github.com/keras-team/keras/commit/f78fd8c0cc59a7675e40f081cacfcdd57a298698
keras-team/keras,4bc657656f331372e4e492d00970f56a6fec12fd,james77777778,2025-10-19 00:13:40+00:00,"Upstream `ReversibleEmbedding` from KerasHub. (#21753)

* Upstream `ReversibleEmbedding` from KerasHub.

* Fix tests.

* Exclude test for openvino.

* Fix int4 quantization.",537,0,537,https://github.com/keras-team/keras/commit/4bc657656f331372e4e492d00970f56a6fec12fd
keras-team/keras,2b8ddf3d0a8f16bf72bb924b20e25c9884a3b497,shashaka,2025-10-19 00:12:47+00:00,"Implement trapezoid function in keras.ops (#21757)

* Add trapezoid for numpy

* Add trapezoid for ops

* Add test cases for initial version

* Add more test cases

* Update openvino side for trapezoid

* Code update by gemini",159,0,159,https://github.com/keras-team/keras/commit/2b8ddf3d0a8f16bf72bb924b20e25c9884a3b497
keras-team/keras,61ac8c1e51862c471dee7b49029c356f55531487,hertschuh,2025-10-17 23:15:58+00:00,"`StringLookup` & `IntegerLookup` now save vocabulary loaded from file (#21751)

in the `.keras` archive when they are initialized with a path to a vocabulary file. This makes the `.keras` archive fully self contained.

This was already the behavior when using either `set_vocabulary` or `adapt`. Simply, this behavior was extended to the case when `__init__` is called with a vocabulary file.

Note that this is technically a breaking change. Previously, upon doing `keras.saving.load_model`, it would be looking up the vocabulary file at the exact same path as when originally constructed.

Also disallow loading an arbitrary vocabulary file during model loading with `safe_mode=True` since the vocabulary file should now come from the archive.",57,1,58,https://github.com/keras-team/keras/commit/61ac8c1e51862c471dee7b49029c356f55531487
keras-team/keras,a6345cdb240e9a65b1f4765d1f449de02ad46538,hertschuh,2025-10-17 23:15:17+00:00,"Update Torch to 2.9.0 on GPU. (#21756)

Replaces https://github.com/keras-team/keras/pull/21744/",3,3,6,https://github.com/keras-team/keras/commit/a6345cdb240e9a65b1f4765d1f449de02ad46538
keras-team/keras,c22de4baa545878e64829bad39b251f9a30f1e9d,ILCSFNO,2025-10-17 23:02:17+00:00,"Fix the Bug in func `preprocess_input` when `x` in 3D and `data_format=='channels_first'` (#21750)

* Fix the Bug in func `preprocess_input` when `x` in 3D and `data_format=='channels_first'`

* Update keras/src/applications/imagenet_utils.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",4,1,5,https://github.com/keras-team/keras/commit/c22de4baa545878e64829bad39b251f9a30f1e9d
keras-team/keras,e45fedb0305e7e951e624099cbbc7695aa51ebe5,danielenricocahall,2025-10-17 22:10:38+00:00,"Correct implementation for several OpenVINO operations (#21752)

* fix absolute, enable all/any

* fix ceil func

* enable input/output tests for any/all, fix axis resolutoin

* fix sqrt for int32

* fix sqrt and sum, consolidate duplicated logic

* fix squeeze

* add pos/neg/regular inf

* fix nan, add finite support

* add a note about why we're not using openvino's existing capabilities for finite/infinite",84,69,153,https://github.com/keras-team/keras/commit/e45fedb0305e7e951e624099cbbc7695aa51ebe5
keras-team/keras,e2be4defc1aaf808c638a18ff831fa9d25ccb6ba,JyotinderSingh,2025-10-17 00:19:46+00:00,"Sets `is_gptq_calibrated` flag when deserializing GPTQ models (#21748)

* Sets is_gptq_calibrated flag when deserializing GPTQ models

* move flag initialization to load_own_variables

* Added tests",10,0,10,https://github.com/keras-team/keras/commit/e2be4defc1aaf808c638a18ff831fa9d25ccb6ba
keras-team/keras,a5e6d0a94f19ca40c20056b1d3d3fbeda72a989d,danielenricocahall,2025-10-15 23:46:24+00:00,"Correct implementation for several OpenVINO operations (#21746)

* correct implementation of `floor` and enable testing

* correct implementation for mean, min, max + consolidate duplicate logic

* correct impl for cumsum with bools

* make gemini corrections

* remove disabling of initial

* typo as i committed because incompetence

* fix dynamic shape behavior

* fix dynamic shape behavior",95,76,171,https://github.com/keras-team/keras/commit/a5e6d0a94f19ca40c20056b1d3d3fbeda72a989d
keras-team/keras,3c3d6adc08db627d89b5ad5e7f9b0ba3e88f2641,james77777778,2025-10-15 17:44:54+00:00,"Remove the unused jax `enable_x64`. (#21737)

* Remove the unused jax x64 context.

* Fix ops.trace dtype.",165,439,604,https://github.com/keras-team/keras/commit/3c3d6adc08db627d89b5ad5e7f9b0ba3e88f2641
keras-team/keras,232cf26b5cfbbad8d0ba689f06352979d29083ee,shashaka,2025-10-15 17:44:37+00:00,"Implement isreal function in keras.ops (#21740)

* Add initial version

* Add tensorflow version

* Update numpy.py for ops

* Update numpy_test.py

* Add method for openvino

* clean code

* update code by gemini review

* update test case for non-complex type",95,0,95,https://github.com/keras-team/keras/commit/232cf26b5cfbbad8d0ba689f06352979d29083ee
keras-team/keras,ccbc9d45c3a99c1a78db5eac5690049d0ecf55a0,hertschuh,2025-10-15 05:53:22+00:00,"Update Torch and Tensorflow versions in cuda requirements files. (#21732)

Replacement for https://github.com/keras-team/keras/pull/21704

Also:
- Disabled an ONNX export test for Torch that was already disabled on GPU with both JAX and Tensorflow.
- Moved install for `tf_keras` from `requirements.txt` to `action.yml` using the `--no-deps` option because `tf_keras` depends on `tensorflow`, which installs the non-CPU version of TensorFlow and causes issues with CPU tests.",16,12,28,https://github.com/keras-team/keras/commit/ccbc9d45c3a99c1a78db5eac5690049d0ecf55a0
keras-team/keras,6f7e893da20df5e87e4175e077ceb041e79b0467,danielenricocahall,2025-10-15 00:44:48+00:00,"Add `eye` support for OpenVINO backend (#21739)

* add eye for openvino backend

* Update keras/src/backend/openvino/numpy.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* feature: include eye dtype

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",12,3,15,https://github.com/keras-team/keras/commit/6f7e893da20df5e87e4175e077ceb041e79b0467
keras-team/keras,14144cbbb9d2ad303ef48a361d68ac5206db3636,danielenricocahall,2025-10-14 21:43:44+00:00,"Ensure keras.ops.eye behavior is consistent across backends. (#21738)

* ensure eye behavior is consistent across backends

* Update keras/src/ops/numpy_test.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* simplify per pr review

* pre-commit

* fix test for torch backend + add comments

* update implementation to raise TypeError for consistency

* add case for M being the onl float

* improve naming of inner function for type check

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",26,0,26,https://github.com/keras-team/keras/commit/14144cbbb9d2ad303ef48a361d68ac5206db3636
keras-team/keras,c3f2e9395525122499faf432acc16b0209be6bf0,james77777778,2025-10-14 19:08:53+00:00,Refactor variable serialization. (#21713),136,259,395,https://github.com/keras-team/keras/commit/c3f2e9395525122499faf432acc16b0209be6bf0
keras-team/keras,3137cb0473c9463bc3008f634dbeb7bc5e93d000,jakevdp,2025-10-11 04:36:53+00:00,"Use jax.enable_x64 in place of jax.experimental.disable_x64 (#21734)

The new function is available starting in JAX v0.8.0, and the old experimental aliases are deprecated and will be removed in JAX v0.9.0.",33,29,62,https://github.com/keras-team/keras/commit/3137cb0473c9463bc3008f634dbeb7bc5e93d000
keras-team/keras,22524e1a81e6e10477ab36492d93895e4151b86d,abheesht17,2025-10-09 19:51:28+00:00,Relax tolerance for svd test (#21731),1,1,2,https://github.com/keras-team/keras/commit/22524e1a81e6e10477ab36492d93895e4151b86d
keras-team/keras,ca4e6c56c2f7af1f72538321222206254a9a2f7d,abheesht17,2025-10-09 19:50:58+00:00,"Fix histogram op for symbolic inputs (#21729)

* Fix histogram op for symbolic inputs

* Skip NumPy test

* Remove debugging statements

* Fix reason

* Fix jit_compile = True

* Skip NumPy tests

* Better test name

* Use scatter_nd

* Fix comment",49,6,55,https://github.com/keras-team/keras/commit/ca4e6c56c2f7af1f72538321222206254a9a2f7d
keras-team/keras,4e1edcf1869fceae3c9ead4477211f7d70989c7e,rohithpudari,2025-10-08 00:17:45+00:00,"Add daily Python 3.13 CPU-only tests to nightly workflow (#21566)

* add daily Python 3.13 CPU-only tests to nightly workflow

* dynamic job names in nightly workflow",54,7,61,https://github.com/keras-team/keras/commit/4e1edcf1869fceae3c9ead4477211f7d70989c7e
keras-team/keras,0ecb55d35f34a9a024163cbf2b4c1c736af28af3,ILCSFNO,2025-10-06 16:19:07+00:00,"Add the description that `0` should not in the arg `axes` in `keras.layers.dot()` (#21718)

* Add the description that `0` should not in the arg `axes` in `keras.layers.dot()`

* Update keras/src/layers/merging/dot.py

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>

* Update dot.py to fix the doc of `Dot` and `batch_dot`

---------

Co-authored-by: gemini-code-assist[bot] <176961590+gemini-code-assist[bot]@users.noreply.github.com>",4,1,5,https://github.com/keras-team/keras/commit/0ecb55d35f34a9a024163cbf2b4c1c736af28af3
keras-team/keras,ce51d74ac88ad93716e9f681a69140bae1122cdb,pass-lin,2025-10-06 04:55:43+00:00,"Add unfold op (#21685)

* add unfold op

* fix.

* fix error.

* fix error.

* fix error.

* fix jax and tf backend ,add numpy implement.

* fix document",457,0,457,https://github.com/keras-team/keras/commit/ce51d74ac88ad93716e9f681a69140bae1122cdb
keras-team/keras,7c14344296046f7c621acae5975cfb5b447578c6,pass-lin,2025-10-06 04:28:29+00:00,"Add jvp op (#21720)

* add jvp op

* add jvp op

* bug fix

* add symbolic call

* fix doc.",185,0,185,https://github.com/keras-team/keras/commit/7c14344296046f7c621acae5975cfb5b447578c6
keras-team/keras,94ca6ef48464b85aff65b6fb227ed8d0d331d920,arunthakur009,2025-10-04 02:18:42+00:00,"Add linspace and logspace implementations in OpenVINO NumPy backend (#21613)

* Added logspace and linespace numpy implemation

* Minor changes

* Added Changes suggested by BOT

* Minor changes

* Minor changes

* Minor changes

* Minor Changes

* Minor Changes

* Performed the Suggested Changes

* Performed the Suggested Changes

---------

Co-authored-by: hertschuh <1091026+hertschuh@users.noreply.github.com>",146,8,154,https://github.com/keras-team/keras/commit/94ca6ef48464b85aff65b6fb227ed8d0d331d920
keras-team/keras,be971becbcdef5ea323f44902eede7ca96c3a8d9,dependabot[bot],2025-10-04 02:18:05+00:00,"Bump the github-actions group with 6 updates (#21705)

Bumps the github-actions group with 6 updates:

| Package | From | To |
| --- | --- | --- |
| [actions/checkout](https://github.com/actions/checkout) | `4` | `5` |
| [actions/setup-python](https://github.com/actions/setup-python) | `5` | `6` |
| [actions/github-script](https://github.com/actions/github-script) | `7` | `8` |
| [ossf/scorecard-action](https://github.com/ossf/scorecard-action) | `2.4.2` | `2.4.3` |
| [github/codeql-action](https://github.com/github/codeql-action) | `3.29.7` | `3.30.5` |
| [actions/stale](https://github.com/actions/stale) | `9` | `10` |


Updates `actions/checkout` from 4 to 5
- [Release notes](https://github.com/actions/checkout/releases)
- [Commits](https://github.com/actions/checkout/compare/v4...v5)

Updates `actions/setup-python` from 5 to 6
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/v5...v6)

Updates `actions/github-script` from 7 to 8
- [Release notes](https://github.com/actions/github-script/releases)
- [Commits](https://github.com/actions/github-script/compare/v7...v8)

Updates `ossf/scorecard-action` from 2.4.2 to 2.4.3
- [Release notes](https://github.com/ossf/scorecard-action/releases)
- [Changelog](https://github.com/ossf/scorecard-action/blob/main/RELEASE.md)
- [Commits](https://github.com/ossf/scorecard-action/compare/05b42c624433fc40578a4040d5cf5e36ddca8cde...4eaacf0543bb3f2c246792bd56e8cdeffafb205a)

Updates `github/codeql-action` from 3.29.7 to 3.30.5
- [Release notes](https://github.com/github/codeql-action/releases)
- [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md)
- [Commits](https://github.com/github/codeql-action/compare/51f77329afa6477de8c49fc9c7046c15b9a4e79d...3599b3baa15b485a2e49ef411a7a4bb2452e7f93)

Updates `actions/stale` from 9 to 10
- [Release notes](https://github.com/actions/stale/releases)
- [Changelog](https://github.com/actions/stale/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/stale/compare/v9...v10)

---
updated-dependencies:
- dependency-name: actions/checkout
  dependency-version: '5'
  dependency-type: direct:production
  update-type: version-update:semver-major
  dependency-group: github-actions
- dependency-name: actions/setup-python
  dependency-version: '6'
  dependency-type: direct:production
  update-type: version-update:semver-major
  dependency-group: github-actions
- dependency-name: actions/github-script
  dependency-version: '8'
  dependency-type: direct:production
  update-type: version-update:semver-major
  dependency-group: github-actions
- dependency-name: ossf/scorecard-action
  dependency-version: 2.4.3
  dependency-type: direct:production
  update-type: version-update:semver-patch
  dependency-group: github-actions
- dependency-name: github/codeql-action
  dependency-version: 3.30.5
  dependency-type: direct:production
  update-type: version-update:semver-minor
  dependency-group: github-actions
- dependency-name: actions/stale
  dependency-version: '10'
  dependency-type: direct:production
  update-type: version-update:semver-major
  dependency-group: github-actions
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",19,19,38,https://github.com/keras-team/keras/commit/be971becbcdef5ea323f44902eede7ca96c3a8d9
